mic_id,breakpoint,gene,s0,power,ef
amikacin,clsi,aac_3_v_ia,-4.4678298334453705,0.4110950705962145,2
amikacin,clsi,aac_6_ib,-1.4059438698751958,0.3678524023512059,2
amikacin,clsi,aac_6_ib_cr,-2.282930104460211,0.3526903436377199,2
amikacin,clsi,aac_6_ib_cr5,-3.019744812289953,0.3678524023512059,2
amikacin,clsi,aac_6_ib3,0,0.38264087756894083,2
amikacin,clsi,aac_6_ib4,-4.801358650382671,0.4110950705962145,2
amikacin,clsi,aac_6_i_ic,-2.7422147365536933,0.38264087756894083,2
amikacin,clsi,rmt_e,0,0.39705493525978586,2
amikacin,clsi,rmt_e1,0,0.39705493525978586,2
amikacin,clsi,dog,0,0.27142331618718507,2
amikacin,clsi,horse,4.313313723235503e-4,0.21864793199378582,2
amikacin,clsi,binary,-1.4941072223449585,0.32125657780629374,2
amikacin,clsi,count,21.257519210284897,0.45245129546666113,2
amikacin,clsi,dog:aac_3_v_ia,-0.007577508025847051,0.27142331618718507,2
amikacin,clsi,horse:aac_3_v_ia,0.017321013897582217,0.21864793199378582,2
amikacin,clsi,dog:aac_6_ib,-0.02699412319444358,0.27142331618718507,2
amikacin,clsi,horse:aac_6_ib,0.033019924773954316,0.21864793199378582,2
amikacin,clsi,dog:aac_6_ib_cr,-0.034668283663265485,0.27142331618718507,2
amikacin,clsi,horse:aac_6_ib_cr,0.032490417416227865,0.21864793199378582,2
amikacin,clsi,dog:aac_6_ib_cr5,-0.027630360909414967,0.27142331618718507,2
amikacin,clsi,horse:aac_6_ib_cr5,0.021501729529176897,0.21864793199378582,2
amikacin,clsi,dog:aac_6_ib3,-0.015402845473931425,0.27142331618718507,2
amikacin,clsi,horse:aac_6_ib3,0.007055635437040004,0.21864793199378582,2
amikacin,clsi,dog:aac_6_ib4,-0.008564849371750104,0.27142331618718507,2
amikacin,clsi,horse:aac_6_ib4,0.004180713748559902,0.21864793199378582,2
amikacin,clsi,dog:aac_6_i_ic,-0.0021324810515404697,0.27142331618718507,2
amikacin,clsi,horse:aac_6_i_ic,0.001066195901671326,0.21864793199378582,2
amikacin,clsi,dog:rmt_e,-5.145778721486283e-4,0.27142331618718507,2
amikacin,clsi,horse:rmt_e,2.3763264576682808e-4,0.21864793199378582,2
amikacin,clsi,dog:rmt_e1,-1.044634095967683e-4,0.27142331618718507,2
amikacin,clsi,horse:rmt_e1,4.371011773669231e-5,0.21864793199378582,2
amikacin,clsi,dog:binary,-1.7458697682642085e-5,0.27142331618718507,2
amikacin,clsi,horse:binary,6.680912245975409e-6,0.21864793199378582,2
amikacin,clsi,dog:count,-1.4434912984679726e-6,0.27142331618718507,2
amikacin,clsi,horse:count,1.665118316809031e-6,0.21864793199378582,2
amikacin,clsi,aac_3_v_ia,-4.4678298334453705,0.8131689278409778,3
amikacin,clsi,aac_6_ib,-1.4059438698751958,0.761018825365661,3
amikacin,clsi,aac_6_ib_cr,-2.282930104460211,0.7403855275808159,3
amikacin,clsi,aac_6_ib_cr5,-3.019744812289953,0.761018825365661,3
amikacin,clsi,aac_6_ib3,0,0.779942038226978,3
amikacin,clsi,aac_6_ib4,-4.801358650382671,0.8131689278409778,3
amikacin,clsi,aac_6_i_ic,-2.7422147365536933,0.779942038226978,3
amikacin,clsi,rmt_e,0,0.7972843273717803,3
amikacin,clsi,rmt_e1,0,0.7972843273717803,3
amikacin,clsi,dog,0,0.6068234562163127,3
amikacin,clsi,horse,4.313313723235503e-4,0.49780684995417834,3
amikacin,clsi,binary,-1.4941072223449585,0.6934496664215242,3
amikacin,clsi,count,21.257519210284897,0.8687919647626373,3
amikacin,clsi,dog:aac_3_v_ia,-0.007577508025847051,0.6068234562163127,3
amikacin,clsi,horse:aac_3_v_ia,0.017321013897582217,0.49780684995417834,3
amikacin,clsi,dog:aac_6_ib,-0.02699412319444358,0.6068234562163127,3
amikacin,clsi,horse:aac_6_ib,0.033019924773954316,0.49780684995417834,3
amikacin,clsi,dog:aac_6_ib_cr,-0.034668283663265485,0.6068234562163127,3
amikacin,clsi,horse:aac_6_ib_cr,0.032490417416227865,0.49780684995417834,3
amikacin,clsi,dog:aac_6_ib_cr5,-0.027630360909414967,0.6068234562163127,3
amikacin,clsi,horse:aac_6_ib_cr5,0.021501729529176897,0.49780684995417834,3
amikacin,clsi,dog:aac_6_ib3,-0.015402845473931425,0.6068234562163127,3
amikacin,clsi,horse:aac_6_ib3,0.007055635437040004,0.49780684995417834,3
amikacin,clsi,dog:aac_6_ib4,-0.008564849371750104,0.6068234562163127,3
amikacin,clsi,horse:aac_6_ib4,0.004180713748559902,0.49780684995417834,3
amikacin,clsi,dog:aac_6_i_ic,-0.0021324810515404697,0.6068234562163127,3
amikacin,clsi,horse:aac_6_i_ic,0.001066195901671326,0.49780684995417834,3
amikacin,clsi,dog:rmt_e,-5.145778721486283e-4,0.6068234562163127,3
amikacin,clsi,horse:rmt_e,2.3763264576682808e-4,0.49780684995417834,3
amikacin,clsi,dog:rmt_e1,-1.044634095967683e-4,0.6068234562163127,3
amikacin,clsi,horse:rmt_e1,4.371011773669231e-5,0.49780684995417834,3
amikacin,clsi,dog:binary,-1.7458697682642085e-5,0.6068234562163127,3
amikacin,clsi,horse:binary,6.680912245975409e-6,0.49780684995417834,3
amikacin,clsi,dog:count,-1.4434912984679726e-6,0.6068234562163127,3
amikacin,clsi,horse:count,1.665118316809031e-6,0.49780684995417834,3
