gene,gene_identifier,card_id,gene_name_family_desc,gene_name_family,gene_type,resistance_class,resistance_drug,combo
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,streptomycin,aadA1 streptomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
aadA1,aadA1,aadA,ANT(3''),ANT(3''),chromosome,aminoglycoside,spectinomycin,aadA1 spectinomycin
