mic_id,breakpoint,model,host_animal_common,.metric,.estimator,.estimate
enrofloxacin,clsi,Binary,chicken,f_meas,binary,1
enrofloxacin,clsi,Binary,dog,spec,binary,1
enrofloxacin,clsi,Binary,dog,sens,binary,0
enrofloxacin,clsi,Binary,dog,ppv,binary,NA
enrofloxacin,clsi,Binary,dog,npv,binary,0.22857142857142854
enrofloxacin,clsi,Binary,dog,accuracy,binary,0.22857142857142856
enrofloxacin,clsi,Binary,dog,f_meas,binary,NA
enrofloxacin,clsi,Binary,turkey,spec,binary,0
enrofloxacin,clsi,Binary,turkey,sens,binary,1
enrofloxacin,clsi,Binary,turkey,ppv,binary,0.75
enrofloxacin,clsi,Binary,turkey,npv,binary,NA
enrofloxacin,clsi,Binary,turkey,accuracy,binary,0.75
enrofloxacin,clsi,Binary,turkey,f_meas,binary,0.8571428571428571
gentamicin,clsi,Binary,dog,spec,binary,1
gentamicin,clsi,Binary,dog,sens,binary,0.9705882352941176
gentamicin,clsi,Binary,dog,ppv,binary,1
gentamicin,clsi,Binary,dog,npv,binary,0.8333333333333333
gentamicin,clsi,Binary,dog,accuracy,binary,0.9743589743589743
gentamicin,clsi,Binary,dog,f_meas,binary,0.9850746268656716
marbofloxacin,clsi,Binary,dog,spec,binary,1
marbofloxacin,clsi,Binary,dog,sens,binary,0
marbofloxacin,clsi,Binary,dog,ppv,binary,NA
marbofloxacin,clsi,Binary,dog,npv,binary,0.19999999999999996
marbofloxacin,clsi,Binary,dog,accuracy,binary,0.2
marbofloxacin,clsi,Binary,dog,f_meas,binary,NA
orbifloxacin,clsi,Binary,dog,spec,binary,1
orbifloxacin,clsi,Binary,dog,sens,binary,0
orbifloxacin,clsi,Binary,dog,ppv,binary,NA
orbifloxacin,clsi,Binary,dog,npv,binary,0.19999999999999996
orbifloxacin,clsi,Binary,dog,accuracy,binary,0.2
orbifloxacin,clsi,Binary,dog,f_meas,binary,NA
piperacillin_tazobactam,clsi,Binary,dog,spec,binary,1
piperacillin_tazobactam,clsi,Binary,dog,sens,binary,0.8378378378378378
piperacillin_tazobactam,clsi,Binary,dog,ppv,binary,1
piperacillin_tazobactam,clsi,Binary,dog,npv,binary,0.2500000000000001
piperacillin_tazobactam,clsi,Binary,dog,accuracy,binary,0.8461538461538461
piperacillin_tazobactam,clsi,Binary,dog,f_meas,binary,0.911764705882353
pradofloxacin,clsi,Binary,dog,spec,binary,1
pradofloxacin,clsi,Binary,dog,sens,binary,0
pradofloxacin,clsi,Binary,dog,ppv,binary,NA
pradofloxacin,clsi,Binary,dog,npv,binary,0.19512195121951215
pradofloxacin,clsi,Binary,dog,accuracy,binary,0.1951219512195122
pradofloxacin,clsi,Binary,dog,f_meas,binary,NA
ceftiofur,clsi,Binary,cattle,spec,binary,0.8181818181818182
ceftiofur,clsi,Binary,cattle,sens,binary,0.9666666666666667
ceftiofur,clsi,Binary,cattle,ppv,binary,0.9354838709677419
ceftiofur,clsi,Binary,cattle,npv,binary,0.9
ceftiofur,clsi,Binary,cattle,accuracy,binary,0.926829268292683
ceftiofur,clsi,Binary,cattle,f_meas,binary,0.9508196721311476
ampicillin,ecoff,Binary,cat,spec,binary,1
ampicillin,ecoff,Binary,cat,sens,binary,1
ampicillin,ecoff,Binary,cat,ppv,binary,1
ampicillin,ecoff,Binary,cat,npv,binary,1
ampicillin,ecoff,Binary,cat,accuracy,binary,1
ampicillin,ecoff,Binary,cat,f_meas,binary,1
ampicillin,ecoff,Binary,horse,spec,binary,1
ampicillin,ecoff,Binary,horse,sens,binary,NA
ampicillin,ecoff,Binary,horse,ppv,binary,NA
ampicillin,ecoff,Binary,horse,npv,binary,NA
ampicillin,ecoff,Binary,horse,accuracy,binary,1
ampicillin,ecoff,Binary,horse,f_meas,binary,NA
ampicillin,ecoff,Binary,swine,spec,binary,0.8333333333333334
ampicillin,ecoff,Binary,swine,sens,binary,1
ampicillin,ecoff,Binary,swine,ppv,binary,0.8
ampicillin,ecoff,Binary,swine,npv,binary,1
ampicillin,ecoff,Binary,swine,accuracy,binary,0.9
ampicillin,ecoff,Binary,swine,f_meas,binary,0.888888888888889
cefazolin,ecoff,Binary,cat,spec,binary,1
cefazolin,ecoff,Binary,cat,sens,binary,0.7586206896551724
cefazolin,ecoff,Binary,cat,ppv,binary,1
cefazolin,ecoff,Binary,cat,npv,binary,0.4615384615384614
cefazolin,ecoff,Binary,cat,accuracy,binary,0.8
cefazolin,ecoff,Binary,cat,f_meas,binary,0.8627450980392156
cefpodoxime,ecoff,Binary,cat,spec,binary,0.75
cefpodoxime,ecoff,Binary,cat,sens,binary,0.8709677419354839
cefpodoxime,ecoff,Binary,cat,ppv,binary,0.9642857142857143
cefpodoxime,ecoff,Binary,cat,npv,binary,0.4285714285714287
cefpodoxime,ecoff,Binary,cat,accuracy,binary,0.8571428571428571
cefpodoxime,ecoff,Binary,cat,f_meas,binary,0.9152542372881356
ceftazidime,ecoff,Binary,cat,spec,binary,1
ceftazidime,ecoff,Binary,cat,sens,binary,NA
ceftazidime,ecoff,Binary,cat,ppv,binary,NA
ceftazidime,ecoff,Binary,cat,npv,binary,NA
ceftazidime,ecoff,Binary,cat,accuracy,binary,1
ceftazidime,ecoff,Binary,cat,f_meas,binary,NA
ceftazidime,ecoff,Binary,horse,spec,binary,0.8
ceftazidime,ecoff,Binary,horse,sens,binary,1
ceftazidime,ecoff,Binary,horse,ppv,binary,0.962962962962963
ceftazidime,ecoff,Binary,horse,npv,binary,1
ceftazidime,ecoff,Binary,horse,accuracy,binary,0.967741935483871
ceftazidime,ecoff,Binary,horse,f_meas,binary,0.9811320754716981
chloramphenicol,ecoff,Binary,cat,spec,binary,0.6666666666666666
chloramphenicol,ecoff,Binary,cat,sens,binary,1
chloramphenicol,ecoff,Binary,cat,ppv,binary,0.9761904761904762
chloramphenicol,ecoff,Binary,cat,npv,binary,1
chloramphenicol,ecoff,Binary,cat,accuracy,binary,0.9772727272727273
chloramphenicol,ecoff,Binary,cat,f_meas,binary,0.9879518072289156
chloramphenicol,ecoff,Binary,dog,spec,binary,0.75
chloramphenicol,ecoff,Binary,dog,sens,binary,0.9696969696969697
chloramphenicol,ecoff,Binary,dog,ppv,binary,0.9696969696969697
chloramphenicol,ecoff,Binary,dog,npv,binary,0.7500000000000002
chloramphenicol,ecoff,Binary,dog,accuracy,binary,0.9459459459459459
chloramphenicol,ecoff,Binary,dog,f_meas,binary,0.9696969696969697
doxycycline,ecoff,Binary,cat,spec,binary,1
doxycycline,ecoff,Binary,cat,sens,binary,1
doxycycline,ecoff,Binary,cat,ppv,binary,1
doxycycline,ecoff,Binary,cat,npv,binary,1
doxycycline,ecoff,Binary,cat,accuracy,binary,1
doxycycline,ecoff,Binary,cat,f_meas,binary,1
doxycycline,ecoff,Binary,dog,spec,binary,0.9166666666666666
doxycycline,ecoff,Binary,dog,sens,binary,1
doxycycline,ecoff,Binary,dog,ppv,binary,0.9677419354838709
doxycycline,ecoff,Binary,dog,npv,binary,1
doxycycline,ecoff,Binary,dog,accuracy,binary,0.9761904761904762
doxycycline,ecoff,Binary,dog,f_meas,binary,0.9836065573770492
enrofloxacin,ecoff,Binary,cattle,spec,binary,0
enrofloxacin,ecoff,Binary,cattle,sens,binary,1
enrofloxacin,ecoff,Binary,cattle,ppv,binary,0.7317073170731707
enrofloxacin,ecoff,Binary,cattle,npv,binary,NA
enrofloxacin,ecoff,Binary,cattle,accuracy,binary,0.7317073170731707
enrofloxacin,ecoff,Binary,cattle,f_meas,binary,0.8450704225352113
enrofloxacin,ecoff,Binary,swine,spec,binary,1
enrofloxacin,ecoff,Binary,swine,sens,binary,0
enrofloxacin,ecoff,Binary,swine,ppv,binary,NA
enrofloxacin,ecoff,Binary,swine,npv,binary,0.5
enrofloxacin,ecoff,Binary,swine,accuracy,binary,0.5
enrofloxacin,ecoff,Binary,swine,f_meas,binary,NA
gentamicin,ecoff,Binary,cat,spec,binary,1
gentamicin,ecoff,Binary,cat,sens,binary,1
gentamicin,ecoff,Binary,cat,ppv,binary,1
gentamicin,ecoff,Binary,cat,npv,binary,1
gentamicin,ecoff,Binary,cat,accuracy,binary,1
gentamicin,ecoff,Binary,cat,f_meas,binary,1
gentamicin,ecoff,Binary,cattle,spec,binary,0.7142857142857143
gentamicin,ecoff,Binary,cattle,sens,binary,0.9545454545454546
gentamicin,ecoff,Binary,cattle,ppv,binary,0.9130434782608695
gentamicin,ecoff,Binary,cattle,npv,binary,0.8333333333333335
gentamicin,ecoff,Binary,cattle,accuracy,binary,0.896551724137931
gentamicin,ecoff,Binary,cattle,f_meas,binary,0.9333333333333332
gentamicin,ecoff,Binary,chicken,spec,binary,0.7142857142857143
gentamicin,ecoff,Binary,chicken,sens,binary,1
gentamicin,ecoff,Binary,chicken,ppv,binary,0.9
gentamicin,ecoff,Binary,chicken,npv,binary,1
gentamicin,ecoff,Binary,chicken,accuracy,binary,0.92
gentamicin,ecoff,Binary,chicken,f_meas,binary,0.9473684210526316
gentamicin,ecoff,Binary,swine,spec,binary,0.75
gentamicin,ecoff,Binary,swine,sens,binary,1
gentamicin,ecoff,Binary,swine,ppv,binary,0.9523809523809524
gentamicin,ecoff,Binary,swine,npv,binary,1
gentamicin,ecoff,Binary,swine,accuracy,binary,0.9583333333333334
gentamicin,ecoff,Binary,swine,f_meas,binary,0.975609756097561
gentamicin,ecoff,Binary,turkey,spec,binary,1
gentamicin,ecoff,Binary,turkey,sens,binary,0.875
gentamicin,ecoff,Binary,turkey,ppv,binary,1
gentamicin,ecoff,Binary,turkey,npv,binary,0.6666666666666666
gentamicin,ecoff,Binary,turkey,accuracy,binary,0.9
gentamicin,ecoff,Binary,turkey,f_meas,binary,0.9333333333333333
tetracycline,ecoff,Binary,cat,spec,binary,1
tetracycline,ecoff,Binary,cat,sens,binary,1
tetracycline,ecoff,Binary,cat,ppv,binary,1
tetracycline,ecoff,Binary,cat,npv,binary,1
tetracycline,ecoff,Binary,cat,accuracy,binary,1
tetracycline,ecoff,Binary,cat,f_meas,binary,1
tetracycline,ecoff,Binary,cattle,spec,binary,0.8333333333333334
tetracycline,ecoff,Binary,cattle,sens,binary,0.6666666666666666
tetracycline,ecoff,Binary,cattle,ppv,binary,0.8
tetracycline,ecoff,Binary,cattle,npv,binary,0.7142857142857143
tetracycline,ecoff,Binary,cattle,accuracy,binary,0.75
tetracycline,ecoff,Binary,cattle,f_meas,binary,0.7272727272727272
tetracycline,ecoff,Binary,chicken,spec,binary,0.9
tetracycline,ecoff,Binary,chicken,sens,binary,1
tetracycline,ecoff,Binary,chicken,ppv,binary,0.9230769230769231
tetracycline,ecoff,Binary,chicken,npv,binary,1
tetracycline,ecoff,Binary,chicken,accuracy,binary,0.9545454545454546
tetracycline,ecoff,Binary,chicken,f_meas,binary,0.9600000000000001
tetracycline,ecoff,Binary,dog,spec,binary,1
tetracycline,ecoff,Binary,dog,sens,binary,0.9545454545454546
tetracycline,ecoff,Binary,dog,ppv,binary,1
tetracycline,ecoff,Binary,dog,npv,binary,0.9
tetracycline,ecoff,Binary,dog,accuracy,binary,0.967741935483871
tetracycline,ecoff,Binary,dog,f_meas,binary,0.9767441860465117
tetracycline,ecoff,Binary,horse,spec,binary,1
tetracycline,ecoff,Binary,horse,sens,binary,0.9333333333333333
tetracycline,ecoff,Binary,horse,ppv,binary,1
tetracycline,ecoff,Binary,horse,npv,binary,0.8333333333333334
tetracycline,ecoff,Binary,horse,accuracy,binary,0.95
tetracycline,ecoff,Binary,horse,f_meas,binary,0.9655172413793104
tetracycline,ecoff,Binary,swine,spec,binary,1
tetracycline,ecoff,Binary,swine,sens,binary,1
tetracycline,ecoff,Binary,swine,ppv,binary,1
tetracycline,ecoff,Binary,swine,npv,binary,1
tetracycline,ecoff,Binary,swine,accuracy,binary,1
tetracycline,ecoff,Binary,swine,f_meas,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,cat,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,cat,sens,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,cat,ppv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,cat,npv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,cat,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,cat,f_meas,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,cattle,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,cattle,sens,binary,NA
trimethoprim_sulfamethoxazole,ecoff,Binary,cattle,ppv,binary,NA
trimethoprim_sulfamethoxazole,ecoff,Binary,cattle,npv,binary,NA
trimethoprim_sulfamethoxazole,ecoff,Binary,cattle,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,cattle,f_meas,binary,NA
trimethoprim_sulfamethoxazole,ecoff,Binary,chicken,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,chicken,sens,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,chicken,ppv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,chicken,npv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,chicken,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,chicken,f_meas,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,dog,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,dog,sens,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,dog,ppv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,dog,npv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,dog,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,dog,f_meas,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,horse,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,horse,sens,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,horse,ppv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,horse,npv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,horse,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,horse,f_meas,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,turkey,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,turkey,sens,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,turkey,ppv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,turkey,npv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,turkey,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Binary,turkey,f_meas,binary,1
amoxicillin,ecoff,Binary,chicken,spec,binary,0.8571428571428571
amoxicillin,ecoff,Binary,chicken,sens,binary,1
amoxicillin,ecoff,Binary,chicken,ppv,binary,0.9473684210526315
amoxicillin,ecoff,Binary,chicken,npv,binary,1
amoxicillin,ecoff,Binary,chicken,accuracy,binary,0.96
amoxicillin,ecoff,Binary,chicken,f_meas,binary,0.972972972972973
ceftiofur,ecoff,Binary,chicken,spec,binary,0.5
ceftiofur,ecoff,Binary,chicken,sens,binary,1
ceftiofur,ecoff,Binary,chicken,ppv,binary,0.9545454545454545
ceftiofur,ecoff,Binary,chicken,npv,binary,1
ceftiofur,ecoff,Binary,chicken,accuracy,binary,0.9565217391304348
ceftiofur,ecoff,Binary,chicken,f_meas,binary,0.9767441860465117
ceftiofur,ecoff,Binary,horse,spec,binary,0.8
ceftiofur,ecoff,Binary,horse,sens,binary,1
ceftiofur,ecoff,Binary,horse,ppv,binary,0.9090909090909091
ceftiofur,ecoff,Binary,horse,npv,binary,1
ceftiofur,ecoff,Binary,horse,accuracy,binary,0.9333333333333333
ceftiofur,ecoff,Binary,horse,f_meas,binary,0.9523809523809523
ceftiofur,ecoff,Binary,swine,spec,binary,1
ceftiofur,ecoff,Binary,swine,sens,binary,1
ceftiofur,ecoff,Binary,swine,ppv,binary,1
ceftiofur,ecoff,Binary,swine,npv,binary,1
ceftiofur,ecoff,Binary,swine,accuracy,binary,1
ceftiofur,ecoff,Binary,swine,f_meas,binary,1
ceftiofur,ecoff,Binary,turkey,spec,binary,NA
ceftiofur,ecoff,Binary,turkey,sens,binary,1
ceftiofur,ecoff,Binary,turkey,ppv,binary,NA
ceftiofur,ecoff,Binary,turkey,npv,binary,NA
ceftiofur,ecoff,Binary,turkey,accuracy,binary,1
ceftiofur,ecoff,Binary,turkey,f_meas,binary,1
neomycin,ecoff,Binary,cattle,spec,binary,0.7857142857142857
neomycin,ecoff,Binary,cattle,sens,binary,1
neomycin,ecoff,Binary,cattle,ppv,binary,0.9
neomycin,ecoff,Binary,cattle,npv,binary,1
neomycin,ecoff,Binary,cattle,accuracy,binary,0.926829268292683
neomycin,ecoff,Binary,cattle,f_meas,binary,0.9473684210526316
neomycin,ecoff,Binary,chicken,spec,binary,1
neomycin,ecoff,Binary,chicken,sens,binary,1
neomycin,ecoff,Binary,chicken,ppv,binary,1
neomycin,ecoff,Binary,chicken,npv,binary,1
neomycin,ecoff,Binary,chicken,accuracy,binary,1
neomycin,ecoff,Binary,chicken,f_meas,binary,1
neomycin,ecoff,Binary,swine,spec,binary,0.7142857142857143
neomycin,ecoff,Binary,swine,sens,binary,1
neomycin,ecoff,Binary,swine,ppv,binary,0.8823529411764706
neomycin,ecoff,Binary,swine,npv,binary,1
neomycin,ecoff,Binary,swine,accuracy,binary,0.9090909090909091
neomycin,ecoff,Binary,swine,f_meas,binary,0.9375
spectinomycin,ecoff,Binary,cattle,spec,binary,0.8888888888888888
spectinomycin,ecoff,Binary,cattle,sens,binary,0.9655172413793104
spectinomycin,ecoff,Binary,cattle,ppv,binary,0.9655172413793104
spectinomycin,ecoff,Binary,cattle,npv,binary,0.888888888888889
spectinomycin,ecoff,Binary,cattle,accuracy,binary,0.9473684210526315
spectinomycin,ecoff,Binary,cattle,f_meas,binary,0.9655172413793104
spectinomycin,ecoff,Binary,chicken,spec,binary,1
spectinomycin,ecoff,Binary,chicken,sens,binary,1
spectinomycin,ecoff,Binary,chicken,ppv,binary,1
spectinomycin,ecoff,Binary,chicken,npv,binary,1
spectinomycin,ecoff,Binary,chicken,accuracy,binary,1
spectinomycin,ecoff,Binary,chicken,f_meas,binary,1
spectinomycin,ecoff,Binary,swine,spec,binary,1
spectinomycin,ecoff,Binary,swine,sens,binary,0.75
spectinomycin,ecoff,Binary,swine,ppv,binary,1
spectinomycin,ecoff,Binary,swine,npv,binary,0.7142857142857143
spectinomycin,ecoff,Binary,swine,accuracy,binary,0.8461538461538461
spectinomycin,ecoff,Binary,swine,f_meas,binary,0.8571428571428571
streptomycin,ecoff,Binary,chicken,spec,binary,0.25
streptomycin,ecoff,Binary,chicken,sens,binary,0.9473684210526315
streptomycin,ecoff,Binary,chicken,ppv,binary,0.8571428571428571
streptomycin,ecoff,Binary,chicken,npv,binary,0.4999999999999998
streptomycin,ecoff,Binary,chicken,accuracy,binary,0.8260869565217391
streptomycin,ecoff,Binary,chicken,f_meas,binary,0.9
ticarcillin_clavulanic_acid,ecoff,Binary,horse,spec,binary,0.8
ticarcillin_clavulanic_acid,ecoff,Binary,horse,sens,binary,0.8
ticarcillin_clavulanic_acid,ecoff,Binary,horse,ppv,binary,0.9523809523809524
ticarcillin_clavulanic_acid,ecoff,Binary,horse,npv,binary,0.4444444444444444
ticarcillin_clavulanic_acid,ecoff,Binary,horse,accuracy,binary,0.8
ticarcillin_clavulanic_acid,ecoff,Binary,horse,f_meas,binary,0.8695652173913043
amikacin,clsi,Count,dog,spec,binary,NA
amikacin,clsi,Count,dog,sens,binary,1
amikacin,clsi,Count,dog,ppv,binary,NA
amikacin,clsi,Count,dog,npv,binary,NA
amikacin,clsi,Count,dog,accuracy,binary,1
amikacin,clsi,Count,dog,f_meas,binary,1
amoxicillin_clavulanic_acid,clsi,Count,dog,spec,binary,1
amoxicillin_clavulanic_acid,clsi,Count,dog,sens,binary,1
amoxicillin_clavulanic_acid,clsi,Count,dog,ppv,binary,1
amoxicillin_clavulanic_acid,clsi,Count,dog,npv,binary,1
amoxicillin_clavulanic_acid,clsi,Count,dog,accuracy,binary,1
amoxicillin_clavulanic_acid,clsi,Count,dog,f_meas,binary,1
ampicillin,clsi,Count,cattle,spec,binary,1
ampicillin,clsi,Count,cattle,sens,binary,NA
ampicillin,clsi,Count,cattle,ppv,binary,NA
ampicillin,clsi,Count,cattle,npv,binary,NA
ampicillin,clsi,Count,cattle,accuracy,binary,1
ampicillin,clsi,Count,cattle,f_meas,binary,NA
ampicillin,clsi,Count,dog,spec,binary,1
ampicillin,clsi,Count,dog,sens,binary,1
ampicillin,clsi,Count,dog,ppv,binary,1
ampicillin,clsi,Count,dog,npv,binary,1
ampicillin,clsi,Count,dog,accuracy,binary,1
ampicillin,clsi,Count,dog,f_meas,binary,1
ampicillin,clsi,Count,horse,spec,binary,1
ampicillin,clsi,Count,horse,sens,binary,0
ampicillin,clsi,Count,horse,ppv,binary,NA
ampicillin,clsi,Count,horse,npv,binary,0.975
ampicillin,clsi,Count,horse,accuracy,binary,0.975
ampicillin,clsi,Count,horse,f_meas,binary,NA
cefazolin,clsi,Count,dog,spec,binary,0.9375
cefazolin,clsi,Count,dog,sens,binary,1
cefazolin,clsi,Count,dog,ppv,binary,0.9615384615384615
cefazolin,clsi,Count,dog,npv,binary,1
cefazolin,clsi,Count,dog,accuracy,binary,0.975609756097561
cefazolin,clsi,Count,dog,f_meas,binary,0.9803921568627451
cefovecin,clsi,Count,cat,spec,binary,1
cefovecin,clsi,Count,cat,sens,binary,1
cefovecin,clsi,Count,cat,ppv,binary,1
cefovecin,clsi,Count,cat,npv,binary,1
cefovecin,clsi,Count,cat,accuracy,binary,1
cefovecin,clsi,Count,cat,f_meas,binary,1
cefpodoxime,clsi,Count,dog,spec,binary,1
cefpodoxime,clsi,Count,dog,sens,binary,0.9642857142857143
cefpodoxime,clsi,Count,dog,ppv,binary,1
cefpodoxime,clsi,Count,dog,npv,binary,0.9230769230769231
cefpodoxime,clsi,Count,dog,accuracy,binary,0.975
cefpodoxime,clsi,Count,dog,f_meas,binary,0.9818181818181818
ceftazidime,clsi,Count,dog,spec,binary,0.8571428571428571
ceftazidime,clsi,Count,dog,sens,binary,1
ceftazidime,clsi,Count,dog,ppv,binary,0.9500000000000001
ceftazidime,clsi,Count,dog,npv,binary,1
ceftazidime,clsi,Count,dog,accuracy,binary,0.9615384615384616
ceftazidime,clsi,Count,dog,f_meas,binary,0.9743589743589743
cephalexin,clsi,Count,dog,spec,binary,1
cephalexin,clsi,Count,dog,sens,binary,1
cephalexin,clsi,Count,dog,ppv,binary,1
cephalexin,clsi,Count,dog,npv,binary,1
cephalexin,clsi,Count,dog,accuracy,binary,1
cephalexin,clsi,Count,dog,f_meas,binary,1
enrofloxacin,clsi,Count,cat,spec,binary,NA
enrofloxacin,clsi,Count,cat,sens,binary,1
enrofloxacin,clsi,Count,cat,ppv,binary,NA
enrofloxacin,clsi,Count,cat,npv,binary,NA
enrofloxacin,clsi,Count,cat,accuracy,binary,1
enrofloxacin,clsi,Count,cat,f_meas,binary,1
enrofloxacin,clsi,Count,chicken,spec,binary,1
enrofloxacin,clsi,Count,chicken,sens,binary,1
enrofloxacin,clsi,Count,chicken,ppv,binary,1
enrofloxacin,clsi,Count,chicken,npv,binary,1
enrofloxacin,clsi,Count,chicken,accuracy,binary,1
enrofloxacin,clsi,Count,chicken,f_meas,binary,1
enrofloxacin,clsi,Count,dog,spec,binary,1
enrofloxacin,clsi,Count,dog,sens,binary,1
enrofloxacin,clsi,Count,dog,ppv,binary,1
enrofloxacin,clsi,Count,dog,npv,binary,1
enrofloxacin,clsi,Count,dog,accuracy,binary,1
enrofloxacin,clsi,Count,dog,f_meas,binary,1
enrofloxacin,clsi,Count,turkey,spec,binary,1
enrofloxacin,clsi,Count,turkey,sens,binary,1
enrofloxacin,clsi,Count,turkey,ppv,binary,1
enrofloxacin,clsi,Count,turkey,npv,binary,1
enrofloxacin,clsi,Count,turkey,accuracy,binary,1
enrofloxacin,clsi,Count,turkey,f_meas,binary,1
gentamicin,clsi,Count,dog,spec,binary,1
gentamicin,clsi,Count,dog,sens,binary,0.9714285714285714
gentamicin,clsi,Count,dog,ppv,binary,1
gentamicin,clsi,Count,dog,npv,binary,0.7999999999999998
gentamicin,clsi,Count,dog,accuracy,binary,0.9743589743589743
gentamicin,clsi,Count,dog,f_meas,binary,0.9855072463768115
marbofloxacin,clsi,Count,dog,spec,binary,1
marbofloxacin,clsi,Count,dog,sens,binary,1
marbofloxacin,clsi,Count,dog,ppv,binary,1
marbofloxacin,clsi,Count,dog,npv,binary,1
marbofloxacin,clsi,Count,dog,accuracy,binary,1
marbofloxacin,clsi,Count,dog,f_meas,binary,1
orbifloxacin,clsi,Count,dog,spec,binary,1
orbifloxacin,clsi,Count,dog,sens,binary,1
orbifloxacin,clsi,Count,dog,ppv,binary,1
orbifloxacin,clsi,Count,dog,npv,binary,1
orbifloxacin,clsi,Count,dog,accuracy,binary,1
orbifloxacin,clsi,Count,dog,f_meas,binary,1
piperacillin_tazobactam,clsi,Count,dog,spec,binary,NA
piperacillin_tazobactam,clsi,Count,dog,sens,binary,0.9743589743589743
piperacillin_tazobactam,clsi,Count,dog,ppv,binary,NA
piperacillin_tazobactam,clsi,Count,dog,npv,binary,NA
piperacillin_tazobactam,clsi,Count,dog,accuracy,binary,0.9743589743589743
piperacillin_tazobactam,clsi,Count,dog,f_meas,binary,0.9870129870129869
pradofloxacin,clsi,Count,dog,spec,binary,1
pradofloxacin,clsi,Count,dog,sens,binary,1
pradofloxacin,clsi,Count,dog,ppv,binary,1
pradofloxacin,clsi,Count,dog,npv,binary,1
pradofloxacin,clsi,Count,dog,accuracy,binary,1
pradofloxacin,clsi,Count,dog,f_meas,binary,1
ceftiofur,clsi,Count,cattle,spec,binary,1
ceftiofur,clsi,Count,cattle,sens,binary,1
ceftiofur,clsi,Count,cattle,ppv,binary,1
ceftiofur,clsi,Count,cattle,npv,binary,1
ceftiofur,clsi,Count,cattle,accuracy,binary,1
ceftiofur,clsi,Count,cattle,f_meas,binary,1
ampicillin,ecoff,Count,cat,spec,binary,0.875
ampicillin,ecoff,Count,cat,sens,binary,1
ampicillin,ecoff,Count,cat,ppv,binary,0.875
ampicillin,ecoff,Count,cat,npv,binary,1
ampicillin,ecoff,Count,cat,accuracy,binary,0.9333333333333333
ampicillin,ecoff,Count,cat,f_meas,binary,0.9333333333333333
ampicillin,ecoff,Count,swine,spec,binary,1
ampicillin,ecoff,Count,swine,sens,binary,0.8
ampicillin,ecoff,Count,swine,ppv,binary,1
ampicillin,ecoff,Count,swine,npv,binary,0.8461538461538461
ampicillin,ecoff,Count,swine,accuracy,binary,0.9047619047619048
ampicillin,ecoff,Count,swine,f_meas,binary,0.888888888888889
cefazolin,ecoff,Count,cat,spec,binary,0.8333333333333334
cefazolin,ecoff,Count,cat,sens,binary,0.9655172413793104
cefazolin,ecoff,Count,cat,ppv,binary,0.9655172413793104
cefazolin,ecoff,Count,cat,npv,binary,0.8333333333333334
cefazolin,ecoff,Count,cat,accuracy,binary,0.9428571428571428
cefazolin,ecoff,Count,cat,f_meas,binary,0.9655172413793104
cefpodoxime,ecoff,Count,cat,spec,binary,0.5
cefpodoxime,ecoff,Count,cat,sens,binary,0.967741935483871
cefpodoxime,ecoff,Count,cat,ppv,binary,0.9375
cefpodoxime,ecoff,Count,cat,npv,binary,0.6666666666666669
cefpodoxime,ecoff,Count,cat,accuracy,binary,0.9142857142857143
cefpodoxime,ecoff,Count,cat,f_meas,binary,0.9523809523809523
ceftazidime,ecoff,Count,cat,spec,binary,1
ceftazidime,ecoff,Count,cat,sens,binary,NA
ceftazidime,ecoff,Count,cat,ppv,binary,NA
