mic_id,breakpoint,model,host_animal_common,.metric,.estimator,.estimate
ceftazidime,ecoff,Count,cat,npv,binary,NA
ceftazidime,ecoff,Count,cat,accuracy,binary,1
ceftazidime,ecoff,Count,cat,f_meas,binary,NA
ceftazidime,ecoff,Count,horse,spec,binary,0.8333333333333334
ceftazidime,ecoff,Count,horse,sens,binary,1
ceftazidime,ecoff,Count,horse,ppv,binary,0.9629629629629629
ceftazidime,ecoff,Count,horse,npv,binary,1
ceftazidime,ecoff,Count,horse,accuracy,binary,0.96875
ceftazidime,ecoff,Count,horse,f_meas,binary,0.9811320754716981
chloramphenicol,ecoff,Count,cat,spec,binary,1
chloramphenicol,ecoff,Count,cat,sens,binary,0.9761904761904762
chloramphenicol,ecoff,Count,cat,ppv,binary,1
chloramphenicol,ecoff,Count,cat,npv,binary,0.5000000000000001
chloramphenicol,ecoff,Count,cat,accuracy,binary,0.9767441860465116
chloramphenicol,ecoff,Count,cat,f_meas,binary,0.9879518072289156
chloramphenicol,ecoff,Count,dog,spec,binary,1
chloramphenicol,ecoff,Count,dog,sens,binary,1
chloramphenicol,ecoff,Count,dog,ppv,binary,1
chloramphenicol,ecoff,Count,dog,npv,binary,1
chloramphenicol,ecoff,Count,dog,accuracy,binary,1
chloramphenicol,ecoff,Count,dog,f_meas,binary,1
doxycycline,ecoff,Count,cat,spec,binary,1
doxycycline,ecoff,Count,cat,sens,binary,1
doxycycline,ecoff,Count,cat,ppv,binary,1
doxycycline,ecoff,Count,cat,npv,binary,1
doxycycline,ecoff,Count,cat,accuracy,binary,1
doxycycline,ecoff,Count,cat,f_meas,binary,1
doxycycline,ecoff,Count,dog,spec,binary,1
doxycycline,ecoff,Count,dog,sens,binary,0.9629629629629629
doxycycline,ecoff,Count,dog,ppv,binary,1
doxycycline,ecoff,Count,dog,npv,binary,0.909090909090909
doxycycline,ecoff,Count,dog,accuracy,binary,0.972972972972973
doxycycline,ecoff,Count,dog,f_meas,binary,0.9811320754716981
enrofloxacin,ecoff,Count,cattle,spec,binary,1
enrofloxacin,ecoff,Count,cattle,sens,binary,1
enrofloxacin,ecoff,Count,cattle,ppv,binary,1
enrofloxacin,ecoff,Count,cattle,npv,binary,1
enrofloxacin,ecoff,Count,cattle,accuracy,binary,1
enrofloxacin,ecoff,Count,cattle,f_meas,binary,1
enrofloxacin,ecoff,Count,swine,spec,binary,1
enrofloxacin,ecoff,Count,swine,sens,binary,1
enrofloxacin,ecoff,Count,swine,ppv,binary,1
enrofloxacin,ecoff,Count,swine,npv,binary,1
enrofloxacin,ecoff,Count,swine,accuracy,binary,1
enrofloxacin,ecoff,Count,swine,f_meas,binary,1
gentamicin,ecoff,Count,cat,spec,binary,NA
gentamicin,ecoff,Count,cat,sens,binary,1
gentamicin,ecoff,Count,cat,ppv,binary,NA
gentamicin,ecoff,Count,cat,npv,binary,NA
gentamicin,ecoff,Count,cat,accuracy,binary,1
gentamicin,ecoff,Count,cat,f_meas,binary,1
gentamicin,ecoff,Count,cattle,spec,binary,1
gentamicin,ecoff,Count,cattle,sens,binary,0.9565217391304348
gentamicin,ecoff,Count,cattle,ppv,binary,1
gentamicin,ecoff,Count,cattle,npv,binary,0.888888888888889
gentamicin,ecoff,Count,cattle,accuracy,binary,0.967741935483871
gentamicin,ecoff,Count,cattle,f_meas,binary,0.9777777777777777
gentamicin,ecoff,Count,chicken,spec,binary,1
gentamicin,ecoff,Count,chicken,sens,binary,1
gentamicin,ecoff,Count,chicken,ppv,binary,1
gentamicin,ecoff,Count,chicken,npv,binary,1
gentamicin,ecoff,Count,chicken,accuracy,binary,1
gentamicin,ecoff,Count,chicken,f_meas,binary,1
gentamicin,ecoff,Count,swine,spec,binary,1
gentamicin,ecoff,Count,swine,sens,binary,1
gentamicin,ecoff,Count,swine,ppv,binary,1
gentamicin,ecoff,Count,swine,npv,binary,1
gentamicin,ecoff,Count,swine,accuracy,binary,1
gentamicin,ecoff,Count,swine,f_meas,binary,1
gentamicin,ecoff,Count,turkey,spec,binary,1
gentamicin,ecoff,Count,turkey,sens,binary,1
gentamicin,ecoff,Count,turkey,ppv,binary,1
gentamicin,ecoff,Count,turkey,npv,binary,1
gentamicin,ecoff,Count,turkey,accuracy,binary,1
gentamicin,ecoff,Count,turkey,f_meas,binary,1
tetracycline,ecoff,Count,cat,spec,binary,1
tetracycline,ecoff,Count,cat,sens,binary,1
tetracycline,ecoff,Count,cat,ppv,binary,1
tetracycline,ecoff,Count,cat,npv,binary,1
tetracycline,ecoff,Count,cat,accuracy,binary,1
tetracycline,ecoff,Count,cat,f_meas,binary,1
tetracycline,ecoff,Count,cattle,spec,binary,1
tetracycline,ecoff,Count,cattle,sens,binary,0.8571428571428571
tetracycline,ecoff,Count,cattle,ppv,binary,1
tetracycline,ecoff,Count,cattle,npv,binary,0.9166666666666666
tetracycline,ecoff,Count,cattle,accuracy,binary,0.9444444444444444
tetracycline,ecoff,Count,cattle,f_meas,binary,0.923076923076923
tetracycline,ecoff,Count,chicken,spec,binary,1
tetracycline,ecoff,Count,chicken,sens,binary,1
tetracycline,ecoff,Count,chicken,ppv,binary,1
tetracycline,ecoff,Count,chicken,npv,binary,1
tetracycline,ecoff,Count,chicken,accuracy,binary,1
tetracycline,ecoff,Count,chicken,f_meas,binary,1
tetracycline,ecoff,Count,dog,spec,binary,1
tetracycline,ecoff,Count,dog,sens,binary,1
tetracycline,ecoff,Count,dog,ppv,binary,1
tetracycline,ecoff,Count,dog,npv,binary,1
tetracycline,ecoff,Count,dog,accuracy,binary,1
tetracycline,ecoff,Count,dog,f_meas,binary,1
tetracycline,ecoff,Count,horse,spec,binary,1
tetracycline,ecoff,Count,horse,sens,binary,1
tetracycline,ecoff,Count,horse,ppv,binary,1
tetracycline,ecoff,Count,horse,npv,binary,1
tetracycline,ecoff,Count,horse,accuracy,binary,1
tetracycline,ecoff,Count,horse,f_meas,binary,1
tetracycline,ecoff,Count,swine,spec,binary,1
tetracycline,ecoff,Count,swine,sens,binary,0.8
tetracycline,ecoff,Count,swine,ppv,binary,1
tetracycline,ecoff,Count,swine,npv,binary,0.9090909090909092
tetracycline,ecoff,Count,swine,accuracy,binary,0.9333333333333333
tetracycline,ecoff,Count,swine,f_meas,binary,0.888888888888889
trimethoprim_sulfamethoxazole,ecoff,Count,cat,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,cat,sens,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,cat,ppv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,cat,npv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,cat,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,cat,f_meas,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,cattle,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,cattle,sens,binary,NA
trimethoprim_sulfamethoxazole,ecoff,Count,cattle,ppv,binary,NA
trimethoprim_sulfamethoxazole,ecoff,Count,cattle,npv,binary,NA
trimethoprim_sulfamethoxazole,ecoff,Count,cattle,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,cattle,f_meas,binary,NA
trimethoprim_sulfamethoxazole,ecoff,Count,chicken,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,chicken,sens,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,chicken,ppv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,chicken,npv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,chicken,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,chicken,f_meas,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,dog,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,dog,sens,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,dog,ppv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,dog,npv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,dog,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,dog,f_meas,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,horse,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,horse,sens,binary,0.875
trimethoprim_sulfamethoxazole,ecoff,Count,horse,ppv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,horse,npv,binary,0.8333333333333333
trimethoprim_sulfamethoxazole,ecoff,Count,horse,accuracy,binary,0.9230769230769231
trimethoprim_sulfamethoxazole,ecoff,Count,horse,f_meas,binary,0.9333333333333333
trimethoprim_sulfamethoxazole,ecoff,Count,turkey,spec,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,turkey,sens,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,turkey,ppv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,turkey,npv,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,turkey,accuracy,binary,1
trimethoprim_sulfamethoxazole,ecoff,Count,turkey,f_meas,binary,1
amoxicillin,ecoff,Count,chicken,spec,binary,1
amoxicillin,ecoff,Count,chicken,sens,binary,1
amoxicillin,ecoff,Count,chicken,ppv,binary,1
amoxicillin,ecoff,Count,chicken,npv,binary,1
amoxicillin,ecoff,Count,chicken,accuracy,binary,1
amoxicillin,ecoff,Count,chicken,f_meas,binary,1
ceftiofur,ecoff,Count,chicken,spec,binary,1
ceftiofur,ecoff,Count,chicken,sens,binary,0.967741935483871
ceftiofur,ecoff,Count,chicken,ppv,binary,1
ceftiofur,ecoff,Count,chicken,npv,binary,0.8000000000000002
ceftiofur,ecoff,Count,chicken,accuracy,binary,0.9714285714285714
ceftiofur,ecoff,Count,chicken,f_meas,binary,0.9836065573770492
ceftiofur,ecoff,Count,horse,spec,binary,1
ceftiofur,ecoff,Count,horse,sens,binary,0.95
ceftiofur,ecoff,Count,horse,ppv,binary,1
ceftiofur,ecoff,Count,horse,npv,binary,0.7999999999999998
ceftiofur,ecoff,Count,horse,accuracy,binary,0.9583333333333334
ceftiofur,ecoff,Count,horse,f_meas,binary,0.9743589743589743
ceftiofur,ecoff,Count,swine,spec,binary,1
ceftiofur,ecoff,Count,swine,sens,binary,1
ceftiofur,ecoff,Count,swine,ppv,binary,1
ceftiofur,ecoff,Count,swine,npv,binary,1
ceftiofur,ecoff,Count,swine,accuracy,binary,1
ceftiofur,ecoff,Count,swine,f_meas,binary,1
ceftiofur,ecoff,Count,turkey,spec,binary,NA
ceftiofur,ecoff,Count,turkey,sens,binary,0.8571428571428571
ceftiofur,ecoff,Count,turkey,ppv,binary,NA
ceftiofur,ecoff,Count,turkey,npv,binary,NA
ceftiofur,ecoff,Count,turkey,accuracy,binary,0.8571428571428571
ceftiofur,ecoff,Count,turkey,f_meas,binary,0.923076923076923
neomycin,ecoff,Count,cattle,spec,binary,1
neomycin,ecoff,Count,cattle,sens,binary,1
neomycin,ecoff,Count,cattle,ppv,binary,1
neomycin,ecoff,Count,cattle,npv,binary,1
neomycin,ecoff,Count,cattle,accuracy,binary,1
neomycin,ecoff,Count,cattle,f_meas,binary,1
neomycin,ecoff,Count,chicken,spec,binary,1
neomycin,ecoff,Count,chicken,sens,binary,1
neomycin,ecoff,Count,chicken,ppv,binary,1
neomycin,ecoff,Count,chicken,npv,binary,1
neomycin,ecoff,Count,chicken,accuracy,binary,1
neomycin,ecoff,Count,chicken,f_meas,binary,1
neomycin,ecoff,Count,swine,spec,binary,1
neomycin,ecoff,Count,swine,sens,binary,1
neomycin,ecoff,Count,swine,ppv,binary,1
neomycin,ecoff,Count,swine,npv,binary,1
neomycin,ecoff,Count,swine,accuracy,binary,1
neomycin,ecoff,Count,swine,f_meas,binary,1
spectinomycin,ecoff,Count,cattle,spec,binary,1
spectinomycin,ecoff,Count,cattle,sens,binary,0.9705882352941176
spectinomycin,ecoff,Count,cattle,ppv,binary,1
spectinomycin,ecoff,Count,cattle,npv,binary,0.8999999999999999
spectinomycin,ecoff,Count,cattle,accuracy,binary,0.9767441860465116
spectinomycin,ecoff,Count,cattle,f_meas,binary,0.9850746268656716
spectinomycin,ecoff,Count,chicken,spec,binary,1
spectinomycin,ecoff,Count,chicken,sens,binary,1
spectinomycin,ecoff,Count,chicken,ppv,binary,1
spectinomycin,ecoff,Count,chicken,npv,binary,1
spectinomycin,ecoff,Count,chicken,accuracy,binary,1
spectinomycin,ecoff,Count,chicken,f_meas,binary,1
spectinomycin,ecoff,Count,swine,spec,binary,1
spectinomycin,ecoff,Count,swine,sens,binary,1
spectinomycin,ecoff,Count,swine,ppv,binary,1
spectinomycin,ecoff,Count,swine,npv,binary,1
spectinomycin,ecoff,Count,swine,accuracy,binary,1
spectinomycin,ecoff,Count,swine,f_meas,binary,1
streptomycin,ecoff,Count,chicken,spec,binary,1
streptomycin,ecoff,Count,chicken,sens,binary,1
streptomycin,ecoff,Count,chicken,ppv,binary,1
streptomycin,ecoff,Count,chicken,npv,binary,1
streptomycin,ecoff,Count,chicken,accuracy,binary,1
streptomycin,ecoff,Count,chicken,f_meas,binary,1
ticarcillin_clavulanic_acid,ecoff,Count,horse,spec,binary,0.6
ticarcillin_clavulanic_acid,ecoff,Count,horse,sens,binary,1
ticarcillin_clavulanic_acid,ecoff,Count,horse,ppv,binary,0.9259259259259259
ticarcillin_clavulanic_acid,ecoff,Count,horse,npv,binary,1
ticarcillin_clavulanic_acid,ecoff,Count,horse,accuracy,binary,0.9333333333333333
ticarcillin_clavulanic_acid,ecoff,Count,horse,f_meas,binary,0.9615384615384615
amikacin,clsi,Binary-Count,dog,spec,binary,1
amikacin,clsi,Binary-Count,dog,sens,binary,1
amikacin,clsi,Binary-Count,dog,ppv,binary,1
amikacin,clsi,Binary-Count,dog,npv,binary,1
amikacin,clsi,Binary-Count,dog,accuracy,binary,1
amikacin,clsi,Binary-Count,dog,f_meas,binary,1
amoxicillin_clavulanic_acid,clsi,Binary-Count,dog,spec,binary,1
amoxicillin_clavulanic_acid,clsi,Binary-Count,dog,sens,binary,0.9
amoxicillin_clavulanic_acid,clsi,Binary-Count,dog,ppv,binary,1
amoxicillin_clavulanic_acid,clsi,Binary-Count,dog,npv,binary,0.9629629629629629
amoxicillin_clavulanic_acid,clsi,Binary-Count,dog,accuracy,binary,0.9722222222222222
amoxicillin_clavulanic_acid,clsi,Binary-Count,dog,f_meas,binary,0.9473684210526316
ampicillin,clsi,Binary-Count,cattle,spec,binary,1
ampicillin,clsi,Binary-Count,cattle,sens,binary,NA
ampicillin,clsi,Binary-Count,cattle,ppv,binary,NA
ampicillin,clsi,Binary-Count,cattle,npv,binary,NA
ampicillin,clsi,Binary-Count,cattle,accuracy,binary,1
ampicillin,clsi,Binary-Count,cattle,f_meas,binary,NA
ampicillin,clsi,Binary-Count,dog,spec,binary,0.9565217391304348
ampicillin,clsi,Binary-Count,dog,sens,binary,1
ampicillin,clsi,Binary-Count,dog,ppv,binary,0.9090909090909092
ampicillin,clsi,Binary-Count,dog,npv,binary,1
ampicillin,clsi,Binary-Count,dog,accuracy,binary,0.9696969696969697
ampicillin,clsi,Binary-Count,dog,f_meas,binary,0.9523809523809523
ampicillin,clsi,Binary-Count,horse,spec,binary,1
ampicillin,clsi,Binary-Count,horse,sens,binary,NA
ampicillin,clsi,Binary-Count,horse,ppv,binary,NA
ampicillin,clsi,Binary-Count,horse,npv,binary,NA
ampicillin,clsi,Binary-Count,horse,accuracy,binary,1
ampicillin,clsi,Binary-Count,horse,f_meas,binary,NA
cefazolin,clsi,Binary-Count,dog,spec,binary,1
cefazolin,clsi,Binary-Count,dog,sens,binary,0.92
cefazolin,clsi,Binary-Count,dog,ppv,binary,1
cefazolin,clsi,Binary-Count,dog,npv,binary,0.8823529411764706
cefazolin,clsi,Binary-Count,dog,accuracy,binary,0.95
cefazolin,clsi,Binary-Count,dog,f_meas,binary,0.9583333333333334
cefovecin,clsi,Binary-Count,cat,spec,binary,1
cefovecin,clsi,Binary-Count,cat,sens,binary,1
cefovecin,clsi,Binary-Count,cat,ppv,binary,1
cefovecin,clsi,Binary-Count,cat,npv,binary,1
cefovecin,clsi,Binary-Count,cat,accuracy,binary,1
cefovecin,clsi,Binary-Count,cat,f_meas,binary,1
cefpodoxime,clsi,Binary-Count,dog,spec,binary,1
cefpodoxime,clsi,Binary-Count,dog,sens,binary,0.9642857142857143
cefpodoxime,clsi,Binary-Count,dog,ppv,binary,1
cefpodoxime,clsi,Binary-Count,dog,npv,binary,0.9230769230769231
cefpodoxime,clsi,Binary-Count,dog,accuracy,binary,0.975
cefpodoxime,clsi,Binary-Count,dog,f_meas,binary,0.9818181818181818
ceftazidime,clsi,Binary-Count,dog,spec,binary,1
ceftazidime,clsi,Binary-Count,dog,sens,binary,1
ceftazidime,clsi,Binary-Count,dog,ppv,binary,1
ceftazidime,clsi,Binary-Count,dog,npv,binary,1
ceftazidime,clsi,Binary-Count,dog,accuracy,binary,1
ceftazidime,clsi,Binary-Count,dog,f_meas,binary,1
cephalexin,clsi,Binary-Count,dog,spec,binary,0.9615384615384616
cephalexin,clsi,Binary-Count,dog,sens,binary,0.9
cephalexin,clsi,Binary-Count,dog,ppv,binary,0.9000000000000001
cephalexin,clsi,Binary-Count,dog,npv,binary,0.9615384615384616
cephalexin,clsi,Binary-Count,dog,accuracy,binary,0.9444444444444444
cephalexin,clsi,Binary-Count,dog,f_meas,binary,0.9
enrofloxacin,clsi,Binary-Count,cat,spec,binary,1
enrofloxacin,clsi,Binary-Count,cat,sens,binary,1
enrofloxacin,clsi,Binary-Count,cat,ppv,binary,1
enrofloxacin,clsi,Binary-Count,cat,npv,binary,1
enrofloxacin,clsi,Binary-Count,cat,accuracy,binary,1
enrofloxacin,clsi,Binary-Count,cat,f_meas,binary,1
enrofloxacin,clsi,Binary-Count,chicken,spec,binary,NA
enrofloxacin,clsi,Binary-Count,chicken,sens,binary,1
enrofloxacin,clsi,Binary-Count,chicken,ppv,binary,NA
enrofloxacin,clsi,Binary-Count,chicken,npv,binary,NA
enrofloxacin,clsi,Binary-Count,chicken,accuracy,binary,1
enrofloxacin,clsi,Binary-Count,chicken,f_meas,binary,1
enrofloxacin,clsi,Binary-Count,dog,spec,binary,1
enrofloxacin,clsi,Binary-Count,dog,sens,binary,1
enrofloxacin,clsi,Binary-Count,dog,ppv,binary,1
enrofloxacin,clsi,Binary-Count,dog,npv,binary,1
enrofloxacin,clsi,Binary-Count,dog,accuracy,binary,1
enrofloxacin,clsi,Binary-Count,dog,f_meas,binary,1
enrofloxacin,clsi,Binary-Count,turkey,spec,binary,1
enrofloxacin,clsi,Binary-Count,turkey,sens,binary,1
enrofloxacin,clsi,Binary-Count,turkey,ppv,binary,1
enrofloxacin,clsi,Binary-Count,turkey,npv,binary,1
enrofloxacin,clsi,Binary-Count,turkey,accuracy,binary,1
enrofloxacin,clsi,Binary-Count,turkey,f_meas,binary,1
gentamicin,clsi,Binary-Count,dog,spec,binary,1
gentamicin,clsi,Binary-Count,dog,sens,binary,1
gentamicin,clsi,Binary-Count,dog,ppv,binary,1
gentamicin,clsi,Binary-Count,dog,npv,binary,1
gentamicin,clsi,Binary-Count,dog,accuracy,binary,1
gentamicin,clsi,Binary-Count,dog,f_meas,binary,1
marbofloxacin,clsi,Binary-Count,dog,spec,binary,1
marbofloxacin,clsi,Binary-Count,dog,sens,binary,1
marbofloxacin,clsi,Binary-Count,dog,ppv,binary,1
marbofloxacin,clsi,Binary-Count,dog,npv,binary,1
marbofloxacin,clsi,Binary-Count,dog,accuracy,binary,1
marbofloxacin,clsi,Binary-Count,dog,f_meas,binary,1
orbifloxacin,clsi,Binary-Count,dog,spec,binary,1
orbifloxacin,clsi,Binary-Count,dog,sens,binary,1
orbifloxacin,clsi,Binary-Count,dog,ppv,binary,1
orbifloxacin,clsi,Binary-Count,dog,npv,binary,1
orbifloxacin,clsi,Binary-Count,dog,accuracy,binary,1
orbifloxacin,clsi,Binary-Count,dog,f_meas,binary,1
piperacillin_tazobactam,clsi,Binary-Count,dog,spec,binary,1
piperacillin_tazobactam,clsi,Binary-Count,dog,sens,binary,0.9428571428571428
piperacillin_tazobactam,clsi,Binary-Count,dog,ppv,binary,1
piperacillin_tazobactam,clsi,Binary-Count,dog,npv,binary,0.6666666666666665
piperacillin_tazobactam,clsi,Binary-Count,dog,accuracy,binary,0.9487179487179487
piperacillin_tazobactam,clsi,Binary-Count,dog,f_meas,binary,0.9705882352941176
pradofloxacin,clsi,Binary-Count,dog,spec,binary,1
pradofloxacin,clsi,Binary-Count,dog,sens,binary,1
pradofloxacin,clsi,Binary-Count,dog,ppv,binary,1
pradofloxacin,clsi,Binary-Count,dog,npv,binary,1
pradofloxacin,clsi,Binary-Count,dog,accuracy,binary,1
pradofloxacin,clsi,Binary-Count,dog,f_meas,binary,1
ceftiofur,clsi,Binary-Count,cattle,spec,binary,1
ceftiofur,clsi,Binary-Count,cattle,sens,binary,1
ceftiofur,clsi,Binary-Count,cattle,ppv,binary,1
ceftiofur,clsi,Binary-Count,cattle,npv,binary,1
ceftiofur,clsi,Binary-Count,cattle,accuracy,binary,1
ceftiofur,clsi,Binary-Count,cattle,f_meas,binary,1
ampicillin,ecoff,Binary-Count,cat,spec,binary,1
ampicillin,ecoff,Binary-Count,cat,sens,binary,1
ampicillin,ecoff,Binary-Count,cat,ppv,binary,1
ampicillin,ecoff,Binary-Count,cat,npv,binary,1
ampicillin,ecoff,Binary-Count,cat,accuracy,binary,1
ampicillin,ecoff,Binary-Count,cat,f_meas,binary,1
ampicillin,ecoff,Binary-Count,horse,spec,binary,1
ampicillin,ecoff,Binary-Count,horse,sens,binary,1
ampicillin,ecoff,Binary-Count,horse,ppv,binary,1
ampicillin,ecoff,Binary-Count,horse,npv,binary,1
ampicillin,ecoff,Binary-Count,horse,accuracy,binary,1
ampicillin,ecoff,Binary-Count,horse,f_meas,binary,1
ampicillin,ecoff,Binary-Count,swine,spec,binary,1
ampicillin,ecoff,Binary-Count,swine,sens,binary,0.9230769230769231
ampicillin,ecoff,Binary-Count,swine,ppv,binary,1
ampicillin,ecoff,Binary-Count,swine,npv,binary,0.9285714285714286
ampicillin,ecoff,Binary-Count,swine,accuracy,binary,0.9615384615384616
ampicillin,ecoff,Binary-Count,swine,f_meas,binary,0.9600000000000001
cefazolin,ecoff,Binary-Count,cat,spec,binary,1
cefazolin,ecoff,Binary-Count,cat,sens,binary,1
cefazolin,ecoff,Binary-Count,cat,ppv,binary,1
cefazolin,ecoff,Binary-Count,cat,npv,binary,1
cefazolin,ecoff,Binary-Count,cat,accuracy,binary,1
cefazolin,ecoff,Binary-Count,cat,f_meas,binary,1
cefpodoxime,ecoff,Binary-Count,cat,spec,binary,0.75
cefpodoxime,ecoff,Binary-Count,cat,sens,binary,0.9354838709677419
cefpodoxime,ecoff,Binary-Count,cat,ppv,binary,0.9666666666666667
cefpodoxime,ecoff,Binary-Count,cat,npv,binary,0.5999999999999999
cefpodoxime,ecoff,Binary-Count,cat,accuracy,binary,0.9142857142857143
cefpodoxime,ecoff,Binary-Count,cat,f_meas,binary,0.9508196721311476
ceftazidime,ecoff,Binary-Count,cat,spec,binary,1
ceftazidime,ecoff,Binary-Count,cat,sens,binary,NA
ceftazidime,ecoff,Binary-Count,cat,ppv,binary,NA
ceftazidime,ecoff,Binary-Count,cat,npv,binary,NA
ceftazidime,ecoff,Binary-Count,cat,accuracy,binary,1
ceftazidime,ecoff,Binary-Count,cat,f_meas,binary,NA
ceftazidime,ecoff,Binary-Count,horse,spec,binary,0.75
ceftazidime,ecoff,Binary-Count,horse,sens,binary,0.9230769230769231
ceftazidime,ecoff,Binary-Count,horse,ppv,binary,0.96
ceftazidime,ecoff,Binary-Count,horse,npv,binary,0.6000000000000001
ceftazidime,ecoff,Binary-Count,horse,accuracy,binary,0.9
ceftazidime,ecoff,Binary-Count,horse,f_meas,binary,0.9411764705882353
chloramphenicol,ecoff,Binary-Count,cat,spec,binary,1
chloramphenicol,ecoff,Binary-Count,cat,sens,binary,1
chloramphenicol,ecoff,Binary-Count,cat,ppv,binary,1
chloramphenicol,ecoff,Binary-Count,cat,npv,binary,1
chloramphenicol,ecoff,Binary-Count,cat,accuracy,binary,1
chloramphenicol,ecoff,Binary-Count,cat,f_meas,binary,1
chloramphenicol,ecoff,Binary-Count,dog,spec,binary,1
chloramphenicol,ecoff,Binary-Count,dog,sens,binary,0.9142857142857143
chloramphenicol,ecoff,Binary-Count,dog,ppv,binary,1
chloramphenicol,ecoff,Binary-Count,dog,npv,binary,0.5714285714285713
chloramphenicol,ecoff,Binary-Count,dog,accuracy,binary,0.9230769230769231
chloramphenicol,ecoff,Binary-Count,dog,f_meas,binary,0.955223880597015
doxycycline,ecoff,Binary-Count,cat,spec,binary,1
doxycycline,ecoff,Binary-Count,cat,sens,binary,1
doxycycline,ecoff,Binary-Count,cat,ppv,binary,1
doxycycline,ecoff,Binary-Count,cat,npv,binary,1
doxycycline,ecoff,Binary-Count,cat,accuracy,binary,1
doxycycline,ecoff,Binary-Count,cat,f_meas,binary,1
doxycycline,ecoff,Binary-Count,dog,spec,binary,1
doxycycline,ecoff,Binary-Count,dog,sens,binary,1
doxycycline,ecoff,Binary-Count,dog,ppv,binary,1
doxycycline,ecoff,Binary-Count,dog,npv,binary,1
doxycycline,ecoff,Binary-Count,dog,accuracy,binary,1
doxycycline,ecoff,Binary-Count,dog,f_meas,binary,1
enrofloxacin,ecoff,Binary-Count,cattle,spec,binary,1
enrofloxacin,ecoff,Binary-Count,cattle,sens,binary,1
enrofloxacin,ecoff,Binary-Count,cattle,ppv,binary,1
enrofloxacin,ecoff,Binary-Count,cattle,npv,binary,1
enrofloxacin,ecoff,Binary-Count,cattle,accuracy,binary,1
enrofloxacin,ecoff,Binary-Count,cattle,f_meas,binary,1
enrofloxacin,ecoff,Binary-Count,swine,spec,binary,1
enrofloxacin,ecoff,Binary-Count,swine,sens,binary,1
enrofloxacin,ecoff,Binary-Count,swine,ppv,binary,1
enrofloxacin,ecoff,Binary-Count,swine,npv,binary,1
enrofloxacin,ecoff,Binary-Count,swine,accuracy,binary,1
enrofloxacin,ecoff,Binary-Count,swine,f_meas,binary,1
gentamicin,ecoff,Binary-Count,cat,spec,binary,1
gentamicin,ecoff,Binary-Count,cat,sens,binary,1
gentamicin,ecoff,Binary-Count,cat,ppv,binary,1
gentamicin,ecoff,Binary-Count,cat,npv,binary,1
gentamicin,ecoff,Binary-Count,cat,accuracy,binary,1
gentamicin,ecoff,Binary-Count,cat,f_meas,binary,1
gentamicin,ecoff,Binary-Count,cattle,spec,binary,1
gentamicin,ecoff,Binary-Count,cattle,sens,binary,1
gentamicin,ecoff,Binary-Count,cattle,ppv,binary,1
gentamicin,ecoff,Binary-Count,cattle,npv,binary,1
gentamicin,ecoff,Binary-Count,cattle,accuracy,binary,1
gentamicin,ecoff,Binary-Count,cattle,f_meas,binary,1
gentamicin,ecoff,Binary-Count,chicken,spec,binary,1
gentamicin,ecoff,Binary-Count,chicken,sens,binary,1
gentamicin,ecoff,Binary-Count,chicken,ppv,binary,1
gentamicin,ecoff,Binary-Count,chicken,npv,binary,1
gentamicin,ecoff,Binary-Count,chicken,accuracy,binary,1
gentamicin,ecoff,Binary-Count,chicken,f_meas,binary,1
gentamicin,ecoff,Binary-Count,swine,spec,binary,1
gentamicin,ecoff,Binary-Count,swine,sens,binary,0.9523809523809523
gentamicin,ecoff,Binary-Count,swine,ppv,binary,1
gentamicin,ecoff,Binary-Count,swine,npv,binary,0.8333333333333333
gentamicin,ecoff,Binary-Count,swine,accuracy,binary,0.9615384615384616
gentamicin,ecoff,Binary-Count,swine,f_meas,binary,0.975609756097561
gentamicin,ecoff,Binary-Count,turkey,spec,binary,1
gentamicin,ecoff,Binary-Count,turkey,sens,binary,1
