mic_id,breakpoint,gene,s0,power,ef
amikacin,clsi,aac_3_v_ia,-4.4675589056390015,0.4110950705962145,2
amikacin,clsi,aac_6_ib,-1.4061248654483804,0.3678524023512059,2
amikacin,clsi,aac_6_ib_cr,-2.2831135656568726,0.3526903436377199,2
amikacin,clsi,aac_6_ib_cr5,-3.019950084614112,0.3678524023512059,2
amikacin,clsi,aac_6_ib3,0,0.38264087756894083,2
amikacin,clsi,aac_6_ib4,-4.8010942185372825,0.4110950705962145,2
amikacin,clsi,aac_6_i_ic,-2.7419912332973873,0.38264087756894083,2
amikacin,clsi,rmt_e,0,0.39705493525978586,2
amikacin,clsi,rmt_e1,0,0.39705493525978586,2
amikacin,clsi,dog,-0.004865269834693798,0.27142331618718507,2
amikacin,clsi,binary,-1.493862016496548,0.32125657780629374,2
amikacin,clsi,count,21.25761116087676,0.45245129546666113,2
amikacin,clsi,dog:aac_3_v_ia,-0.00831775140110255,0.27142331618718507,2
amikacin,clsi,dog:aac_6_ib,-0.013783946769616518,0.27142331618718507,2
amikacin,clsi,dog:aac_6_ib_cr,-0.02109079607045467,0.27142331618718507,2
amikacin,clsi,dog:aac_6_ib_cr5,-0.027560256298024957,0.27142331618718507,2
amikacin,clsi,dog:aac_6_ib3,-0.03177142629974926,0.27142331618718507,2
amikacin,clsi,dog:aac_6_ib4,-0.03284267443181741,0.27142331618718507,2
amikacin,clsi,dog:aac_6_i_ic,-0.030636358130801226,0.27142331618718507,2
amikacin,clsi,dog:rmt_e,-0.02592501585581721,0.27142331618718507,2
amikacin,clsi,dog:rmt_e1,-0.02002106331194393,0.27142331618718507,2
amikacin,clsi,dog:binary,-0.014199560322314068,0.27142331618718507,2
amikacin,clsi,dog:count,-0.009305315109576698,0.27142331618718507,2
amikacin,clsi,aac_3_v_ia,-4.4675589056390015,0.8131689278409778,3
amikacin,clsi,aac_6_ib,-1.4061248654483804,0.761018825365661,3
amikacin,clsi,aac_6_ib_cr,-2.2831135656568726,0.7403855275808159,3
amikacin,clsi,aac_6_ib_cr5,-3.019950084614112,0.761018825365661,3
amikacin,clsi,aac_6_ib3,0,0.779942038226978,3
amikacin,clsi,aac_6_ib4,-4.8010942185372825,0.8131689278409778,3
amikacin,clsi,aac_6_i_ic,-2.7419912332973873,0.779942038226978,3
amikacin,clsi,rmt_e,0,0.7972843273717803,3
amikacin,clsi,rmt_e1,0,0.7972843273717803,3
amikacin,clsi,dog,-0.004865269834693798,0.6068234562163127,3
amikacin,clsi,binary,-1.493862016496548,0.6934496664215242,3
amikacin,clsi,count,21.25761116087676,0.8687919647626373,3
amikacin,clsi,dog:aac_3_v_ia,-0.00831775140110255,0.6068234562163127,3
amikacin,clsi,dog:aac_6_ib,-0.013783946769616518,0.6068234562163127,3
amikacin,clsi,dog:aac_6_ib_cr,-0.02109079607045467,0.6068234562163127,3
amikacin,clsi,dog:aac_6_ib_cr5,-0.027560256298024957,0.6068234562163127,3
amikacin,clsi,dog:aac_6_ib3,-0.03177142629974926,0.6068234562163127,3
amikacin,clsi,dog:aac_6_ib4,-0.03284267443181741,0.6068234562163127,3
amikacin,clsi,dog:aac_6_i_ic,-0.030636358130801226,0.6068234562163127,3
amikacin,clsi,dog:rmt_e,-0.02592501585581721,0.6068234562163127,3
amikacin,clsi,dog:rmt_e1,-0.02002106331194393,0.6068234562163127,3
amikacin,clsi,dog:binary,-0.014199560322314068,0.6068234562163127,3
amikacin,clsi,dog:count,-0.009305315109576698,0.6068234562163127,3
amikacin,clsi,aac_3_v_ia,-4.4675589056390015,0.990259616618701,5
amikacin,clsi,aac_6_ib,-1.4061248654483804,0.9810197501446112,5
amikacin,clsi,aac_6_ib_cr,-2.2831135656568726,0.976164748365142,5
amikacin,clsi,aac_6_ib_cr5,-3.019950084614112,0.9810197501446112,5
amikacin,clsi,aac_6_ib3,0,0.9848472884854254,5
amikacin,clsi,aac_6_ib4,-4.8010942185372825,0.990259616618701,5
amikacin,clsi,aac_6_i_ic,-2.7419912332973873,0.9848472884854254,5
amikacin,clsi,rmt_e,0,0.9878693038385361,5
amikacin,clsi,rmt_e1,0,0.9878693038385361,5
amikacin,clsi,dog,-0.004865269834693798,0.9234911964401492,5
amikacin,clsi,binary,-1.493862016496548,0.9621647993631306,5
amikacin,clsi,count,21.25761116087676,0.9944282279944207,5
amikacin,clsi,dog:aac_3_v_ia,-0.00831775140110255,0.9234911964401492,5
amikacin,clsi,dog:aac_6_ib,-0.013783946769616518,0.9234911964401492,5
amikacin,clsi,dog:aac_6_ib_cr,-0.02109079607045467,0.9234911964401492,5
amikacin,clsi,dog:aac_6_ib_cr5,-0.027560256298024957,0.9234911964401492,5
amikacin,clsi,dog:aac_6_ib3,-0.03177142629974926,0.9234911964401492,5
amikacin,clsi,dog:aac_6_ib4,-0.03284267443181741,0.9234911964401492,5
amikacin,clsi,dog:aac_6_i_ic,-0.030636358130801226,0.9234911964401492,5
amikacin,clsi,dog:rmt_e,-0.02592501585581721,0.9234911964401492,5
amikacin,clsi,dog:rmt_e1,-0.02002106331194393,0.9234911964401492,5
amikacin,clsi,dog:binary,-0.014199560322314068,0.9234911964401492,5
amikacin,clsi,dog:count,-0.009305315109576698,0.9234911964401492,5
amikacin,clsi,aac_3_v_ia,-4.4675589056390015,0.9999931966121013,10
amikacin,clsi,aac_6_ib,-1.4061248654483804,0.9999673431641534,10
amikacin,clsi,aac_6_ib_cr,-2.2831135656568726,0.99994345981654,10
amikacin,clsi,aac_6_ib_cr5,-3.019950084614112,0.9999673431641534,10
amikacin,clsi,aac_6_ib3,0,0.9999808959232297,10
amikacin,clsi,aac_6_ib4,-4.8010942185372825,0.9999931966121013,10
amikacin,clsi,aac_6_i_ic,-2.7419912332973873,0.9999808959232297,10
amikacin,clsi,rmt_e,0,0.9999886761482242,10
amikacin,clsi,rmt_e1,0,0.9999886761482242,10
amikacin,clsi,dog,-0.004865269834693798,0.9989582601023564,10
amikacin,clsi,binary,-1.493862016496548,0.999824288997543,10
amikacin,clsi,count,21.25761116087676,0.9999374248186181,10
amikacin,clsi,dog:aac_3_v_ia,-0.00831775140110255,0.9989582601023564,10
amikacin,clsi,dog:aac_6_ib,-0.013783946769616518,0.9989582601023564,10
amikacin,clsi,dog:aac_6_ib_cr,-0.02109079607045467,0.9989582601023564,10
amikacin,clsi,dog:aac_6_ib_cr5,-0.027560256298024957,0.9989582601023564,10
amikacin,clsi,dog:aac_6_ib3,-0.03177142629974926,0.9989582601023564,10
amikacin,clsi,dog:aac_6_ib4,-0.03284267443181741,0.9989582601023564,10
amikacin,clsi,dog:aac_6_i_ic,-0.030636358130801226,0.9989582601023564,10
amikacin,clsi,dog:rmt_e,-0.02592501585581721,0.9989582601023564,10
amikacin,clsi,dog:rmt_e1,-0.02002106331194393,0.9989582601023564,10
amikacin,clsi,dog:binary,-0.014199560322314068,0.9989582601023564,10
amikacin,clsi,dog:count,-0.009305315109576698,0.9989582601023564,10
amoxicillin_clavulanic_acid,clsi,cmy_2,0,0.7368020914610144,2
amoxicillin_clavulanic_acid,clsi,cmy_107,0,0.6704561975053893,2
amoxicillin_clavulanic_acid,clsi,cmy_130,0,0.6704561975053893,2
amoxicillin_clavulanic_acid,clsi,cmy_14,0,0.6744440358947598,2
amoxicillin_clavulanic_acid,clsi,ctx_m_1,0,0.6744440358947598,2
amoxicillin_clavulanic_acid,clsi,ctx_m_116,0,0.6744440358947598,2
amoxicillin_clavulanic_acid,clsi,ctx_m_14,-1.501350871628006,0.6783563183328467,2
amoxicillin_clavulanic_acid,clsi,ctx_m_15,0,0.7002906151620133,2
amoxicillin_clavulanic_acid,clsi,ctx_m_55,0,0.6821938925630808,2
amoxicillin_clavulanic_acid,clsi,bla_ec,-1.472341417772606,0.7921073132010464,2
amoxicillin_clavulanic_acid,clsi,bla_ec_13,0,0.6896482956713778,2
amoxicillin_clavulanic_acid,clsi,bla_ec_15,0,0.6821938925630808,2
amoxicillin_clavulanic_acid,clsi,bla_ec_18,0,0.7583937774997375,2
amoxicillin_clavulanic_acid,clsi,bla_ec_19,0,0.7256624445790998,2
amoxicillin_clavulanic_acid,clsi,bla_ec_5,0,0.7515239720222917,2
amoxicillin_clavulanic_acid,clsi,bla_ec_8,0,0.7036975666119444,2
amoxicillin_clavulanic_acid,clsi,oxa_1,0,0.6896482956713778,2
amoxicillin_clavulanic_acid,clsi,oxa_364,0,0.6744440358947598,2
amoxicillin_clavulanic_acid,clsi,oxa_787,0,0.6744440358947598,2
amoxicillin_clavulanic_acid,clsi,bla_tem,0,0.6744440358947598,2
amoxicillin_clavulanic_acid,clsi,bla_tem_1,-2.443831697075609,0.7898635208338471,2
amoxicillin_clavulanic_acid,clsi,bla_tem_102,0,0.6744440358947598,2
amoxicillin_clavulanic_acid,clsi,bla_tem_104,0,0.6783563183328467,2
amoxicillin_clavulanic_acid,clsi,bla_tem_150,0,0.6744440358947598,2
amoxicillin_clavulanic_acid,clsi,bla_tem_1a,0,0.6744440358947598,2
amoxicillin_clavulanic_acid,clsi,bla_tem_1b,0,0.7886465465497149,2
amoxicillin_clavulanic_acid,clsi,bla_tem_1c,-0.42375930140250273,0.6704561975053893,2
amoxicillin_clavulanic_acid,clsi,bla_tem_235,-0.39849963127081467,0.6704561975053893,2
amoxicillin_clavulanic_acid,clsi,bla_tem_34,0,0.6704561975053893,2
amoxicillin_clavulanic_acid,clsi,dog,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,binary,1.0558866556138355,0.06884985429506779,2
amoxicillin_clavulanic_acid,clsi,count,10.127857697457545,0.998349741108353,2
amoxicillin_clavulanic_acid,clsi,dog:cmy_2,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:cmy_107,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:cmy_130,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:cmy_14,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:ctx_m_1,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:ctx_m_116,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:ctx_m_14,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:ctx_m_15,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:ctx_m_55,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:bla_ec,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:bla_ec_13,0,0.7865594533682955,2
amoxicillin_clavulanic_acid,clsi,dog:bla_ec_15,0,0.7865594533682955,2
